"label","level","id","title_long","title","label_logits","label_nologits"
"gas",2,280,"H2 forecourt production>>gas","Logit: NA","gas: NA","gas"
"MiscCrop_X",2,281,"MiscCrop>>MiscCrop_X","Logit: NA","MiscCrop_X: NA","MiscCrop_X"
"gas",2,282,"N fertilizer>>gas","Logit: NA","gas: NA","gas"
"refined liquids",2,283,"N fertilizer>>refined liquids","Logit: NA","refined liquids: NA","refined liquids"
"Corn",2,284,"NonFoodDemand_Crops>>Corn","Logit: -6","Corn: -6","Corn"
"FiberCrop",2,285,"NonFoodDemand_Crops>>FiberCrop","Logit: NA","FiberCrop: NA","FiberCrop"
"MiscCrop",2,286,"NonFoodDemand_Crops>>MiscCrop","Logit: NA","MiscCrop: NA","MiscCrop"
"OilCrop",2,287,"NonFoodDemand_Crops>>OilCrop","Logit: NA","OilCrop: NA","OilCrop"
"OilCrop feedcake",2,288,"NonFoodDemand_Crops>>OilCrop feedcake","Logit: NA","OilCrop feedcake: NA","OilCrop feedcake"
"OilCrop oil",2,289,"NonFoodDemand_Crops>>OilCrop oil","Logit: NA","OilCrop oil: NA","OilCrop oil"
"OtherGrain",2,290,"NonFoodDemand_Crops>>OtherGrain","Logit: NA","OtherGrain: NA","OtherGrain"
"PalmFruit",2,291,"NonFoodDemand_Crops>>PalmFruit","Logit: NA","PalmFruit: NA","PalmFruit"
"PalmFruit feedcake",2,292,"NonFoodDemand_Crops>>PalmFruit feedcake","Logit: NA","PalmFruit feedcake: NA","PalmFruit feedcake"
"PalmFruit oil",2,293,"NonFoodDemand_Crops>>PalmFruit oil","Logit: NA","PalmFruit oil: NA","PalmFruit oil"
"Rapeseed",2,294,"NonFoodDemand_Crops>>Rapeseed","Logit: NA","Rapeseed: NA","Rapeseed"
"Rapeseed feedcake",2,295,"NonFoodDemand_Crops>>Rapeseed feedcake","Logit: NA","Rapeseed feedcake: NA","Rapeseed feedcake"
"Rapeseed oil",2,296,"NonFoodDemand_Crops>>Rapeseed oil","Logit: NA","Rapeseed oil: NA","Rapeseed oil"
"Rice",2,297,"NonFoodDemand_Crops>>Rice","Logit: NA","Rice: NA","Rice"
"RootTuber",2,298,"NonFoodDemand_Crops>>RootTuber","Logit: NA","RootTuber: NA","RootTuber"
"Soybean",2,299,"NonFoodDemand_Crops>>Soybean","Logit: NA","Soybean: NA","Soybean"
"Soybean feedcake",2,300,"NonFoodDemand_Crops>>Soybean feedcake","Logit: NA","Soybean feedcake: NA","Soybean feedcake"
"Soybean oil",2,301,"NonFoodDemand_Crops>>Soybean oil","Logit: NA","Soybean oil: NA","Soybean oil"
"SugarCrop",2,302,"NonFoodDemand_Crops>>SugarCrop","Logit: NA","SugarCrop: NA","SugarCrop"
"Wheat",2,303,"NonFoodDemand_Crops>>Wheat","Logit: NA","Wheat: NA","Wheat"
"Forest",2,304,"NonFoodDemand_Forest>>Forest","Logit: -6","Forest: -6","Forest"
"Beef",2,305,"NonFoodDemand_Meat>>Beef","Logit: -6","Beef: -6","Beef"
"Dairy",2,306,"NonFoodDemand_Meat>>Dairy","Logit: NA","Dairy: NA","Dairy"
"OtherMeat_Fish",2,307,"NonFoodDemand_Meat>>OtherMeat_Fish","Logit: NA","OtherMeat_Fish: NA","OtherMeat_Fish"
"pork",2,308,"NonFoodDemand_Meat>>pork","Logit: NA","pork: NA","pork"
"poultry",2,309,"NonFoodDemand_Meat>>poultry","Logit: NA","poultry: NA","poultry"
"SheepGoat",2,310,"NonFoodDemand_Meat>>SheepGoat","Logit: NA","SheepGoat: NA","SheepGoat"
"OilCrop_X",2,311,"OilCrop>>OilCrop_X","Logit: NA","OilCrop_X: NA","OilCrop_X"
"OilCrop oil",2,312,"OilCrop oil>>OilCrop oil","Logit: NA","OilCrop oil: NA","OilCrop oil"
"OtherGrain_X",2,313,"OtherGrain>>OtherGrain_X","Logit: NA","OtherGrain_X: NA","OtherGrain_X"
"PalmFruit_X",2,314,"PalmFruit>>PalmFruit_X","Logit: NA","PalmFruit_X: NA","PalmFruit_X"
"PalmFruit oil",2,315,"PalmFruit oil>>PalmFruit oil","Logit: NA","PalmFruit oil: NA","PalmFruit oil"
"FodderGrass",2,316,"Pasture_FodderGrass>>FodderGrass","Logit: NA","FodderGrass: NA","FodderGrass"
"Pasture",2,317,"Pasture_FodderGrass>>Pasture","Logit: -6","Pasture: -6","Pasture"
"Mixed",2,318,"pork>>Mixed","Logit: -1.5","Mixed: -1.5","Mixed"
"Mixed",2,319,"poultry>>Mixed","Logit: -1.5","Mixed: -1.5","Mixed"
"Rapeseed_X",2,320,"Rapeseed>>Rapeseed_X","Logit: NA","Rapeseed_X: NA","Rapeseed_X"
"Rapeseed oil",2,321,"Rapeseed oil>>Rapeseed oil","Logit: NA","Rapeseed oil: NA","Rapeseed oil"
"Rice_X",2,322,"Rice>>Rice_X","Logit: NA","Rice_X: NA","Rice_X"
"RootTuber_X",2,323,"RootTuber>>RootTuber_X","Logit: NA","RootTuber_X: NA","RootTuber_X"
"Scavenging_Other",2,324,"Scavenging_Other>>Scavenging_Other","Logit: -6","Scavenging_Other: -6","Scavenging_Other"
"Mixed",2,325,"SheepGoat>>Mixed","Logit: -1.5","Mixed: -1.5","Mixed"
"Pastoral",2,326,"SheepGoat>>Pastoral","Logit: NA","Pastoral: NA","Pastoral"
"Soybean_X",2,327,"Soybean>>Soybean_X","Logit: NA","Soybean_X: NA","Soybean_X"
"Soybean oil",2,328,"Soybean oil>>Soybean oil","Logit: NA","Soybean oil: NA","Soybean oil"
"SugarCrop_X",2,329,"SugarCrop>>SugarCrop_X","Logit: NA","SugarCrop_X: NA","SugarCrop_X"
"Deforest_X",2,330,"UnmanagedLand>>Deforest_X","Logit: NA","Deforest_X: NA","Deforest_X"
"ForestFire_X",2,331,"UnmanagedLand>>ForestFire_X","Logit: NA","ForestFire_X: NA","ForestFire_X"
"GrasslandFires_X",2,332,"UnmanagedLand>>GrasslandFires_X","Logit: NA","GrasslandFires_X: NA","GrasslandFires_X"
"UnmanagedPasture_X",2,333,"UnmanagedLand>>UnmanagedPasture_X","Logit: NA","UnmanagedPasture_X: NA","UnmanagedPasture_X"
"Wheat_X",2,334,"Wheat>>Wheat_X","Logit: NA","Wheat_X: NA","Wheat_X"
"gas",2,335,"backup_electricity>>gas","Logit: NA","gas: NA","gas"
"biomassGrass_X",2,336,"biomass>>biomassGrass_X","Logit: NA","biomassGrass_X: NA","biomassGrass_X"
"biomassTree_X",2,337,"biomass>>biomassTree_X","Logit: NA","biomassTree_X: NA","biomassTree_X"
"cement",2,338,"cement>>cement","Logit: NA","cement: NA","cement"
"electricity",2,339,"comm cooling>>electricity","Logit: NA","electricity: NA","electricity"
"coal",2,340,"comm heating>>coal","Logit: NA","coal: NA","coal"
"refined liquids",2,341,"comm heating>>refined liquids","Logit: NA","refined liquids: NA","refined liquids"
"biomass",2,342,"comm others>>biomass","Logit: NA","biomass: NA","biomass"
"coal",2,343,"comm others>>coal","Logit: NA","coal: NA","coal"
"electricity",2,344,"comm others>>electricity","Logit: NA","electricity: NA","electricity"
"gas",2,345,"comm others>>gas","Logit: NA","gas: NA","gas"
"refined liquids",2,346,"comm others>>refined liquids","Logit: NA","refined liquids: NA","refined liquids"
"corn ethanol",2,347,"corn ethanol>>corn ethanol","Logit: NA","corn ethanol: NA","corn ethanol"
"gas",2,348,"csp_backup>>gas","Logit: NA","gas: NA","gas"
"delivered biomass",2,349,"delivered biomass>>delivered biomass","Logit: NA","delivered biomass: NA","delivered biomass"
"delivered coal",2,350,"delivered coal>>delivered coal","Logit: NA","delivered coal: NA","delivered coal"
"delivered gas",2,351,"delivered gas>>delivered gas","Logit: NA","delivered gas: NA","delivered gas"
"CSP",2,352,"elec_CSP>>CSP","Logit: NA","CSP: NA","CSP"
"CSP_storage",2,353,"elec_CSP_storage>>CSP_storage","Logit: NA","CSP_storage: NA","CSP_storage"
"Gen_III",2,354,"elec_Gen_III>>Gen_III","Logit: NA","Gen_III: NA","Gen_III"
"biomass (IGCC)",2,355,"elec_biomass (IGCC)>>biomass (IGCC)","Logit: NA","biomass (IGCC): NA","biomass (IGCC)"
"biomass (conv)",2,356,"elec_biomass (conv)>>biomass (conv)","Logit: NA","biomass (conv): NA","biomass (conv)"
"coal (IGCC)",2,357,"elec_coal (IGCC)>>coal (IGCC)","Logit: NA","coal (IGCC): NA","coal (IGCC)"
"coal (conv pul)",2,358,"elec_coal (conv pul)>>coal (conv pul)","Logit: NA","coal (conv pul): NA","coal (conv pul)"
"gas (CC)",2,359,"elec_gas (CC)>>gas (CC)","Logit: NA","gas (CC): NA","gas (CC)"
"gas (steam/CT)",2,360,"elec_gas (steam/CT)>>gas (steam/CT)","Logit: NA","gas (steam/CT): NA","gas (steam/CT)"
"geothermal",2,361,"elec_geothermal>>geothermal","Logit: NA","geothermal: NA","geothermal"
"refined liquids (CC)",2,362,"elec_refined liquids (CC)>>refined liquids (CC)","Logit: NA","refined liquids (CC): NA","refined liquids (CC)"
"refined liquids (steam/CT)",2,363,"elec_refined liquids (steam/CT)>>refined liquids (steam/CT)","Logit: NA","refined liquids (steam/CT): NA","refined liquids (steam/CT)"
"elect_td_bld",2,364,"elect_td_bld>>elect_td_bld","Logit: NA","elect_td_bld: NA","elect_td_bld"
"rooftop_pv",2,365,"elect_td_bld>>rooftop_pv","Logit: NA","rooftop_pv: NA","rooftop_pv"
"elect_td_ind",2,366,"elect_td_ind>>elect_td_ind","Logit: NA","elect_td_ind: NA","elect_td_ind"
"elect_td_trn",2,367,"elect_td_trn>>elect_td_trn","Logit: NA","elect_td_trn: NA","elect_td_trn"
"biomass",2,368,"electricity>>biomass","Logit: NA","biomass: NA","biomass"
"coal",2,369,"electricity>>coal","Logit: NA","coal: NA","coal"
"gas",2,370,"electricity>>gas","Logit: NA","gas: NA","gas"
"geothermal",2,371,"electricity>>geothermal","Logit: NA","geothermal: NA","geothermal"
"hydro",2,372,"electricity>>hydro","Logit: NA","hydro: NA","hydro"
"nuclear",2,373,"electricity>>nuclear","Logit: NA","nuclear: NA","nuclear"
"refined liquids",2,374,"electricity>>refined liquids","Logit: NA","refined liquids: NA","refined liquids"
"solar",2,375,"electricity>>solar","Logit: NA","solar: NA","solar"
"wind",2,376,"electricity>>wind","Logit: NA","wind: NA","wind"
"electricity_net_ownuse",2,377,"electricity_net_ownuse>>electricity_net_ownuse","Logit: NA","electricity_net_ownuse: NA","electricity_net_ownuse"
"gas pipeline",2,378,"gas pipeline>>gas pipeline","Logit: NA","gas pipeline: NA","gas pipeline"
"biomass gasification",2,379,"gas processing>>biomass gasification","Logit: NA","biomass gasification: NA","biomass gasification"
"coal gasification",2,380,"gas processing>>coal gasification","Logit: NA","coal gasification: NA","coal gasification"
"natural gas",2,381,"gas processing>>natural gas","Logit: NA","natural gas: NA","natural gas"
"biomass",2,382,"industrial energy use>>biomass","Logit: NA","biomass: NA","biomass"
"coal",2,383,"industrial energy use>>coal","Logit: NA","coal: NA","coal"
"electricity",2,384,"industrial energy use>>electricity","Logit: NA","electricity: NA","electricity"
"gas",2,385,"industrial energy use>>gas","Logit: NA","gas: NA","gas"
"hydrogen",2,386,"industrial energy use>>hydrogen","Logit: NA","hydrogen: NA","hydrogen"
"refined liquids",2,387,"industrial energy use>>refined liquids","Logit: NA","refined liquids: NA","refined liquids"
"gas",2,388,"industrial feedstocks>>gas","Logit: NA","gas: NA","gas"
"refined liquids",2,389,"industrial feedstocks>>refined liquids","Logit: NA","refined liquids: NA","refined liquids"
"Al_Mg",2,390,"industrial processes>>Al_Mg","Logit: NA","Al_Mg: NA","Al_Mg"
"HCFC_22_Prod",2,391,"industrial processes>>HCFC_22_Prod","Logit: NA","HCFC_22_Prod: NA","HCFC_22_Prod"
"adipic acid",2,392,"industrial processes>>adipic acid","Logit: NA","adipic acid: NA","adipic acid"
"foams",2,393,"industrial processes>>foams","Logit: NA","foams: NA","foams"
"nitric acid",2,394,"industrial processes>>nitric acid","Logit: NA","nitric acid: NA","nitric acid"
"other industrial processes",2,395,"industrial processes>>other industrial processes","Logit: NA","other industrial processes: NA","other industrial processes"
"semiconductors",2,396,"industrial processes>>semiconductors","Logit: NA","semiconductors: NA","semiconductors"
"solvents",2,397,"industrial processes>>solvents","Logit: NA","solvents: NA","solvents"
"industry",2,398,"industry>>industry","Logit: NA","industry: NA","industry"
"municipal water",2,399,"municipal water>>municipal water","Logit: NA","municipal water: NA","municipal water"
"enrichedUranium",2,400,"nuclearFuelGenIII>>enrichedUranium","Logit: NA","enrichedUranium: NA","enrichedUranium"
"biomass",2,401,"process heat cement>>biomass","Logit: NA","biomass: NA","biomass"
"coal",2,402,"process heat cement>>coal","Logit: NA","coal: NA","coal"
"gas",2,403,"process heat cement>>gas","Logit: NA","gas: NA","gas"
"refined liquids",2,404,"process heat cement>>refined liquids","Logit: NA","refined liquids: NA","refined liquids"
"refined oil",2,405,"refined liquids enduse>>refined oil","Logit: NA","refined oil: NA","refined oil"
"ethanol",2,406,"refined liquids gasoline pool>>ethanol","Logit: NA","ethanol: NA","ethanol"
"refining",2,407,"refined liquids gasoline pool>>refining","Logit: NA","refining: NA","refining"
"refined liquids industrial",2,408,"refined liquids industrial>>refined liquids industrial","Logit: NA","refined liquids industrial: NA","refined liquids industrial"
"coal to liquids",2,409,"refining>>coal to liquids","Logit: NA","coal to liquids: NA","coal to liquids"
"gas to liquids",2,410,"refining>>gas to liquids","Logit: NA","gas to liquids: NA","gas to liquids"
"oil refining",2,411,"refining>>oil refining","Logit: NA","oil refining: NA","oil refining"
"domestic DDGS",2,412,"regional DDGS>>domestic DDGS","Logit: NA","domestic DDGS: NA","domestic DDGS"
"imported DDGS",2,413,"regional DDGS>>imported DDGS","Logit: NA","imported DDGS: NA","imported DDGS"
"domestic beef",2,414,"regional beef>>domestic beef","Logit: NA","domestic beef: NA","domestic beef"
"imported beef",2,415,"regional beef>>imported beef","Logit: NA","imported beef: NA","imported beef"
"regional biomass",2,416,"regional biomass>>regional biomass","Logit: -6","regional biomass: -6","regional biomass"
"regional coal",2,417,"regional coal>>regional coal","Logit: NA","regional coal: NA","regional coal"
"domestic corn",2,418,"regional corn>>domestic corn","Logit: NA","domestic corn: NA","domestic corn"
"imported corn",2,419,"regional corn>>imported corn","Logit: NA","imported corn: NA","imported corn"
"domestic corn ethanol",2,420,"regional corn ethanol>>domestic corn ethanol","Logit: NA","domestic corn ethanol: NA","domestic corn ethanol"
"imported corn ethanol",2,421,"regional corn ethanol>>imported corn ethanol","Logit: NA","imported corn ethanol: NA","imported corn ethanol"
"regional corn for ethanol",2,422,"regional corn for ethanol>>regional corn for ethanol","Logit: NA","regional corn for ethanol: NA","regional corn for ethanol"
"domestic dairy",2,423,"regional dairy>>domestic dairy","Logit: NA","domestic dairy: NA","domestic dairy"
"imported dariy",2,424,"regional dairy>>imported dariy","Logit: NA","imported dariy: NA","imported dariy"
"domestic fibercrop",2,425,"regional fibercrop>>domestic fibercrop","Logit: NA","domestic fibercrop: NA","domestic fibercrop"
"imported fibercrop",2,426,"regional fibercrop>>imported fibercrop","Logit: NA","imported fibercrop: NA","imported fibercrop"
"domestic misccrop",2,427,"regional misccrop>>domestic misccrop","Logit: NA","domestic misccrop: NA","domestic misccrop"
"imported misccrop",2,428,"regional misccrop>>imported misccrop","Logit: NA","imported misccrop: NA","imported misccrop"
"regional natural gas",2,429,"regional natural gas>>regional natural gas","Logit: NA","regional natural gas: NA","regional natural gas"
"crude oil",2,430,"regional oil>>crude oil","Logit: NA","crude oil: NA","crude oil"
"unconventional oil",2,431,"regional oil>>unconventional oil","Logit: NA","unconventional oil: NA","unconventional oil"
"domestic oilcrop",2,432,"regional oilcrop>>domestic oilcrop","Logit: NA","domestic oilcrop: NA","domestic oilcrop"
"imported oilcrop",2,433,"regional oilcrop>>imported oilcrop","Logit: NA","imported oilcrop: NA","imported oilcrop"
"domestic oilcrop feedcake",2,434,"regional oilcrop feedcake>>domestic oilcrop feedcake","Logit: NA","domestic oilcrop feedcake: NA","domestic oilcrop feedcake"
"imported oilcrop feedcake",2,435,"regional oilcrop feedcake>>imported oilcrop feedcake","Logit: NA","imported oilcrop feedcake: NA","imported oilcrop feedcake"
"domestic oilcrop oil",2,436,"regional oilcrop oil>>domestic oilcrop oil","Logit: NA","domestic oilcrop oil: NA","domestic oilcrop oil"
"imported oilcrop oil",2,437,"regional oilcrop oil>>imported oilcrop oil","Logit: NA","imported oilcrop oil: NA","imported oilcrop oil"
"domestic othergrain",2,438,"regional othergrain>>domestic othergrain","Logit: NA","domestic othergrain: NA","domestic othergrain"
"imported othergrain",2,439,"regional othergrain>>imported othergrain","Logit: NA","imported othergrain: NA","imported othergrain"
"domestic palmfruit",2,440,"regional palmfruit>>domestic palmfruit","Logit: NA","domestic palmfruit: NA","domestic palmfruit"
"domestic palmfruit feedcake",2,441,"regional palmfruit feedcake>>domestic palmfruit feedcake","Logit: NA","domestic palmfruit feedcake: NA","domestic palmfruit feedcake"
"imported palmfruit feedcake",2,442,"regional palmfruit feedcake>>imported palmfruit feedcake","Logit: NA","imported palmfruit feedcake: NA","imported palmfruit feedcake"
"domestic palmfruit oil",2,443,"regional palmfruit oil>>domestic palmfruit oil","Logit: NA","domestic palmfruit oil: NA","domestic palmfruit oil"
"imported palmfruit oil",2,444,"regional palmfruit oil>>imported palmfruit oil","Logit: NA","imported palmfruit oil: NA","imported palmfruit oil"
"domestic pork",2,445,"regional pork>>domestic pork","Logit: NA","domestic pork: NA","domestic pork"
"imported pork",2,446,"regional pork>>imported pork","Logit: NA","imported pork: NA","imported pork"
"domestic poultry",2,447,"regional poultry>>domestic poultry","Logit: NA","domestic poultry: NA","domestic poultry"
"imported poultry",2,448,"regional poultry>>imported poultry","Logit: NA","imported poultry: NA","imported poultry"
"domestic rapeseed",2,449,"regional rapeseed>>domestic rapeseed","Logit: NA","domestic rapeseed: NA","domestic rapeseed"
"imported rapeseed",2,450,"regional rapeseed>>imported rapeseed","Logit: NA","imported rapeseed: NA","imported rapeseed"
"domestic rapeseed feedcake",2,451,"regional rapeseed feedcake>>domestic rapeseed feedcake","Logit: NA","domestic rapeseed feedcake: NA","domestic rapeseed feedcake"
"imported rapeseed feedcake",2,452,"regional rapeseed feedcake>>imported rapeseed feedcake","Logit: NA","imported rapeseed feedcake: NA","imported rapeseed feedcake"
"domestic rapeseed oil",2,453,"regional rapeseed oil>>domestic rapeseed oil","Logit: NA","domestic rapeseed oil: NA","domestic rapeseed oil"
"imported rapeseed oil",2,454,"regional rapeseed oil>>imported rapeseed oil","Logit: NA","imported rapeseed oil: NA","imported rapeseed oil"
"domestic refined oil",2,455,"regional refined oil>>domestic refined oil","Logit: NA","domestic refined oil: NA","domestic refined oil"
"imported refined oil",2,456,"regional refined oil>>imported refined oil","Logit: NA","imported refined oil: NA","imported refined oil"
"domestic rice",2,457,"regional rice>>domestic rice","Logit: NA","domestic rice: NA","domestic rice"
"imported rice",2,458,"regional rice>>imported rice","Logit: NA","imported rice: NA","imported rice"
"domestic root_tuber",2,459,"regional root_tuber>>domestic root_tuber","Logit: NA","domestic root_tuber: NA","domestic root_tuber"
"imported root_tuber",2,460,"regional root_tuber>>imported root_tuber","Logit: NA","imported root_tuber: NA","imported root_tuber"
"domestic sheepgoat",2,461,"regional sheepgoat>>domestic sheepgoat","Logit: NA","domestic sheepgoat: NA","domestic sheepgoat"
"imported sheepgoat",2,462,"regional sheepgoat>>imported sheepgoat","Logit: NA","imported sheepgoat: NA","imported sheepgoat"
"domestic soybean",2,463,"regional soybean>>domestic soybean","Logit: NA","domestic soybean: NA","domestic soybean"
"imported soybean",2,464,"regional soybean>>imported soybean","Logit: NA","imported soybean: NA","imported soybean"
"domestic soybean feedcake",2,465,"regional soybean feedcake>>domestic soybean feedcake","Logit: NA","domestic soybean feedcake: NA","domestic soybean feedcake"
"imported soybean feedcake",2,466,"regional soybean feedcake>>imported soybean feedcake","Logit: NA","imported soybean feedcake: NA","imported soybean feedcake"
"domestic soybean oil",2,467,"regional soybean oil>>domestic soybean oil","Logit: NA","domestic soybean oil: NA","domestic soybean oil"
"imported soybean oil",2,468,"regional soybean oil>>imported soybean oil","Logit: NA","imported soybean oil: NA","imported soybean oil"
"imported sugar cane ethanol",2,469,"regional sugar cane ethanol>>imported sugar cane ethanol","Logit: NA","imported sugar cane ethanol: NA","imported sugar cane ethanol"
"domestic sugarcrop",2,470,"regional sugarcrop>>domestic sugarcrop","Logit: NA","domestic sugarcrop: NA","domestic sugarcrop"
"imported sugarcrop",2,471,"regional sugarcrop>>imported sugarcrop","Logit: NA","imported sugarcrop: NA","imported sugarcrop"
"domestic wheat",2,472,"regional wheat>>domestic wheat","Logit: NA","domestic wheat: NA","domestic wheat"
"imported wheat",2,473,"regional wheat>>imported wheat","Logit: NA","imported wheat: NA","imported wheat"
"electricity",2,474,"resid cooling>>electricity","Logit: NA","electricity: NA","electricity"
"traditional biomass",2,475,"resid heating>>traditional biomass","Logit: NA","traditional biomass: NA","traditional biomass"
"biomass",2,476,"resid others>>biomass","Logit: NA","biomass: NA","biomass"
"coal",2,477,"resid others>>coal","Logit: NA","coal: NA","coal"
"electricity",2,478,"resid others>>electricity","Logit: NA","electricity: NA","electricity"
"refined liquids",2,479,"resid others>>refined liquids","Logit: NA","refined liquids: NA","refined liquids"
"traditional biomass",2,480,"resid others>>traditional biomass","Logit: NA","traditional biomass: NA","traditional biomass"
"domestic biomass",2,481,"total biomass>>domestic biomass","Logit: -3","domestic biomass: -3","domestic biomass"
"imported biomass",2,482,"total biomass>>imported biomass","Logit: NA","imported biomass: NA","imported biomass"
"International Aviation",2,483,"trn_aviation_intl>>International Aviation","Logit: NA","International Aviation: NA","International Aviation"
"Domestic Ship",2,484,"trn_freight>>Domestic Ship","Logit: NA","Domestic Ship: NA","Domestic Ship"
"Freight Rail",2,485,"trn_freight>>Freight Rail","Logit: NA","Freight Rail: NA","Freight Rail"
"road",2,486,"trn_freight>>road","Logit: NA","road: NA","road"
"Heavy truck",2,487,"trn_freight_road>>Heavy truck","Logit: NA","Heavy truck: NA","Heavy truck"
"Light truck",2,488,"trn_freight_road>>Light truck","Logit: NA","Light truck: NA","Light truck"
"Medium truck",2,489,"trn_freight_road>>Medium truck","Logit: NA","Medium truck: NA","Medium truck"
"Cycle",2,490,"trn_pass>>Cycle","Logit: NA","Cycle: NA","Cycle"
"Domestic Aviation",2,491,"trn_pass>>Domestic Aviation","Logit: NA","Domestic Aviation: NA","Domestic Aviation"
"HSR",2,492,"trn_pass>>HSR","Logit: NA","HSR: NA","HSR"
"Passenger Rail",2,493,"trn_pass>>Passenger Rail","Logit: NA","Passenger Rail: NA","Passenger Rail"
"Walk",2,494,"trn_pass>>Walk","Logit: NA","Walk: NA","Walk"
"road",2,495,"trn_pass>>road","Logit: NA","road: NA","road"
"Bus",2,496,"trn_pass_road>>Bus","Logit: NA","Bus: NA","Bus"
"LDV",2,497,"trn_pass_road>>LDV","Logit: NA","LDV: NA","LDV"
"2W and 3W",2,498,"trn_pass_road_LDV>>2W and 3W","Logit: NA","2W and 3W: NA","2W and 3W"
"4W",2,499,"trn_pass_road_LDV>>4W","Logit: NA","4W: NA","4W"
"Car",2,500,"trn_pass_road_LDV_4W>>Car","Logit: NA","Car: NA","Car"
"Large Car and Truck",2,501,"trn_pass_road_LDV_4W>>Large Car and Truck","Logit: NA","Large Car and Truck: NA","Large Car and Truck"
"Mini Car",2,502,"trn_pass_road_LDV_4W>>Mini Car","Logit: NA","Mini Car: NA","Mini Car"
"International Ship",2,503,"trn_shipping_intl>>International Ship","Logit: NA","International Ship: NA","International Ship"
"unconventional oil production",2,504,"unconventional oil production>>unconventional oil production","Logit: NA","unconventional oil production: NA","unconventional oil production"
"aerosols",2,505,"urban processes>>aerosols","Logit: NA","aerosols: NA","aerosols"
"fire_exting",2,506,"urban processes>>fire_exting","Logit: NA","fire_exting: NA","fire_exting"
"landfills",2,507,"urban processes>>landfills","Logit: NA","landfills: NA","landfills"
"waste_incineration",2,508,"urban processes>>waste_incineration","Logit: NA","waste_incineration: NA","waste_incineration"
"wastewater treatment",2,509,"urban processes>>wastewater treatment","Logit: NA","wastewater treatment: NA","wastewater treatment"
"X",2,510,"water_td_an_C>>X","Logit: NA","X: NA","X"
"X",2,511,"water_td_an_W>>X","Logit: NA","X: NA","X"
"X",2,512,"water_td_dom_C>>X","Logit: NA","X: NA","X"
"X",2,513,"water_td_dom_W>>X","Logit: NA","X: NA","X"
"X",2,514,"water_td_elec_C>>X","Logit: NA","X: NA","X"
"X",2,515,"water_td_elec_W>>X","Logit: NA","X: NA","X"
"X",2,516,"water_td_ind_C>>X","Logit: NA","X: NA","X"
"X",2,517,"water_td_ind_W>>X","Logit: NA","X: NA","X"
"X",2,518,"water_td_irr_X_C>>X","Logit: NA","X: NA","X"
"X",2,519,"water_td_irr_X_W>>X","Logit: NA","X: NA","X"
"X",2,520,"water_td_pri_C>>X","Logit: NA","X: NA","X"
"X",2,521,"water_td_pri_W>>X","Logit: NA","X: NA","X"
"wholesale gas",2,522,"wholesale gas>>wholesale gas","Logit: NA","wholesale gas: NA","wholesale gas"
"N fertilizer",2,523,"Exports_fertilizer>>N fertilizer","Logit: NA","N fertilizer: NA","N fertilizer"
"FodderHerb",2,524,"NonFoodDemand_Crops>>FodderHerb","Logit: NA","FodderHerb: NA","FodderHerb"
"oilcrop biodiesel",2,525,"oilcrop biodiesel>>oilcrop biodiesel","Logit: NA","oilcrop biodiesel: NA","oilcrop biodiesel"
"regional biomassOil oilcrop",2,526,"regional biomassOil oilcrop>>regional biomassOil oilcrop","Logit: NA","regional biomassOil oilcrop: NA","regional biomassOil oilcrop"
"imported palmfruit",2,527,"regional palmfruit>>imported palmfruit","Logit: NA","imported palmfruit: NA","imported palmfruit"
"gas",2,528,"resid others>>gas","Logit: NA","gas: NA","gas"
"gas",2,529,"comm cooling>>gas","Logit: NA","gas: NA","gas"
"biomass",2,530,"comm heating>>biomass","Logit: NA","biomass: NA","biomass"
"electricity",2,531,"comm heating>>electricity","Logit: NA","electricity: NA","electricity"
"gas",2,532,"comm heating>>gas","Logit: NA","gas: NA","gas"
"Gen_II_LWR",2,533,"elec_Gen_II_LWR>>Gen_II_LWR","Logit: NA","Gen_II_LWR: NA","Gen_II_LWR"
"enrichedUranium",2,534,"nuclearFuelGenII>>enrichedUranium","Logit: NA","enrichedUranium: NA","enrichedUranium"
"biodiesel",2,535,"refined liquids enduse>>biodiesel","Logit: NA","biodiesel: NA","biodiesel"
"regional biomassOil soybean",2,536,"regional biomassOil soybean>>regional biomassOil soybean","Logit: NA","regional biomassOil soybean: NA","regional biomassOil soybean"
"imported palmfruit biodiesel",2,537,"regional palmfruit biodiesel>>imported palmfruit biodiesel","Logit: NA","imported palmfruit biodiesel: NA","imported palmfruit biodiesel"
"imported rapeseed biodiesel",2,538,"regional rapeseed biodiesel>>imported rapeseed biodiesel","Logit: NA","imported rapeseed biodiesel: NA","imported rapeseed biodiesel"
"domestic soybean biodiesel",2,539,"regional soybean biodiesel>>domestic soybean biodiesel","Logit: NA","domestic soybean biodiesel: NA","domestic soybean biodiesel"
"imported soybean biodiesel",2,540,"regional soybean biodiesel>>imported soybean biodiesel","Logit: NA","imported soybean biodiesel: NA","imported soybean biodiesel"
"biomass",2,541,"resid heating>>biomass","Logit: NA","biomass: NA","biomass"
"electricity",2,542,"resid heating>>electricity","Logit: NA","electricity: NA","electricity"
"gas",2,543,"resid heating>>gas","Logit: NA","gas: NA","gas"
"refined liquids",2,544,"resid heating>>refined liquids","Logit: NA","refined liquids: NA","refined liquids"
"soybean biodiesel",2,545,"soybean biodiesel>>soybean biodiesel","Logit: NA","soybean biodiesel: NA","soybean biodiesel"
